date,min,max,median,q1,q3,stdev,count
2023-05-29T00:00:00.000Z,8,67,26,16,46,18.029,207
2023-05-30T00:00:00.000Z,11,57,24,17,37,12.438,225
2023-05-31T00:00:00.000Z,13,68,31,20,53,17.714,272
2023-06-01T00:00:00.000Z,14,57,32,20,42,12.955,251
2023-06-02T00:00:00.000Z,9,68,39,16,54,19.006,240
2023-06-03T00:00:00.000Z,13,68,48,40,60,13.132,258
2023-06-04T00:00:00.000Z,32,64,47,39,58,9.773,270
2023-06-05T00:00:00.000Z,28,72,51,44,64,12.457,263
2023-06-06T00:00:00.000Z,21,73,40,26,61,17.963,265
2023-06-07T00:00:00.000Z,14,76,40,24,55,17.702,255
2023-06-08T00:00:00.000Z,9,61,40,17,50,17.087,219
2023-06-09T00:00:00.000Z,14,60,32.5,18,49,15.225,240
2023-06-10T00:00:00.000Z,13,65,29,17,47.5,16.615,221
2023-06-11T00:00:00.000Z,20,60,36,31,42,8.433,241
2023-06-12T00:00:00.000Z,36,91,56,50,69,13.358,272
2023-06-13T00:00:00.000Z,24,79,48,33,60,16.174,266
2023-06-14T00:00:00.000Z,14,70,35,19,54,18.002,218
2023-06-15T00:00:00.000Z,12,68,28,21,47,16.047,244
2023-06-16T00:00:00.000Z,21,68,36.5,26,52,13.824,254
2023-06-17T00:00:00.000Z,25,97,60,45,74,18.559,295
2023-06-18T00:00:00.000Z,10,78,43,15,63,23.524,254
2023-06-19T00:00:00.000Z,4,68,36,8,55.5,21.767,208
2023-06-20T00:00:00.000Z,6,57,24,13.5,44.5,17.233,225
2023-06-21T00:00:00.000Z,8,57,27,21,40,12.046,235
2023-06-22T00:00:00.000Z,19,100,45,35,65,18.429,306
2023-06-23T00:00:00.000Z,4,74,31.5,20,61.5,21.86,200
2023-06-24T00:00:00.000Z,4,41,17,13,23,8.821,194
2023-06-25T00:00:00.000Z,13,49,24,21,40,10.56,206
2023-06-26T00:00:00.000Z,13,71,33,21,51,17.96,215
2023-06-27T00:00:00.000Z,6,73,30,11.5,56,22.384,201
2023-06-28T00:00:00.000Z,3,44,24.5,15,36,12.071,188
2023-06-29T00:00:00.000Z,5,66,28,23,40,13.879,255
2023-06-30T00:00:00.000Z,22,58,38,31,48.5,10.532,208
2023-07-01T00:00:00.000Z,8,73,39,14.5,57,21.42,221
2023-07-02T00:00:00.000Z,6,60,23,14,44,17.072,235
2023-07-03T00:00:00.000Z,4,57,26,9,45,17.275,189
2023-07-04T00:00:00.000Z,9,49,23,18,33,11.016,236
2023-07-05T00:00:00.000Z,21,65,46,37,60,12.873,213
2023-07-06T00:00:00.000Z,25,75,47,31,64,16.315,250
2023-07-07T00:00:00.000Z,23,68,40,27.5,59,15.4,257
2023-07-08T00:00:00.000Z,28,73,47,33,66,15.631,279
2023-07-09T00:00:00.000Z,28,79,47,32,70,18.198,289
2023-07-10T00:00:00.000Z,9,75,34,17,57,21.981,283
2023-07-11T00:00:00.000Z,3,62,29,14,48,18.216,232
2023-07-12T00:00:00.000Z,5,50,24,11,40,14.684,163
2023-07-13T00:00:00.000Z,11,61,26.5,17,43,14.602,240
2023-07-14T00:00:00.000Z,20,95,53,26,72,22.38,282
2023-07-15T00:00:00.000Z,17,65,29.5,21,46,14.391,212
2023-07-16T00:00:00.000Z,3,68,35.5,10,52,21.47,204
2023-07-17T00:00:00.000Z,3,48,19.5,7,36,15.04,156
2023-07-18T00:00:00.000Z,3,47,19.5,9,34,13.513,162
2023-07-19T00:00:00.000Z,14,51,32,23,42,10.485,239
2023-07-20T00:00:00.000Z,27,74,41,31,67,16.337,288
2023-07-21T00:00:00.000Z,20,81,44,27,68,19.783,275
