date,min,max,median,q1,q3,stdev,count
2022-02-16T00:00:00.000Z,1,40.9,6,4.25,8.3,4.074,604
2022-02-17T00:00:00.000Z,0.3,14.7,5.2,3.1,6.75,2.882,581
2022-02-18T00:00:00.000Z,0,21.9,5.7,2.8,11.8,5.634,574
2022-02-19T00:00:00.000Z,0,19.5,4.5,1.1,9.4,4.849,586
2022-02-20T00:00:00.000Z,0,8,0.1,0,0.4,0.763,400
2022-02-21T00:00:00.000Z,0,36.4,2.1,1,3.4,2.428,589
2022-02-22T00:00:00.000Z,3.3,15.2,7.2,6,8.6,1.958,603
2022-02-23T00:00:00.000Z,2.2,12.5,4.4,3.7,6.4,2.119,584
2022-02-24T00:00:00.000Z,1.5,15.9,5.15,3.6,8.8,3.565,594
2022-02-25T00:00:00.000Z,5.5,45.7,25.2,9.75,31.15,10.999,617
2022-02-26T00:00:00.000Z,2,110.6,15.6,9.1,20.7,8.509,594
2022-02-27T00:00:00.000Z,0,36.5,8.19,0.8,12.9,7.502,582
2022-02-28T00:00:00.000Z,0.7,27.2,5,3.5,6.8,3.329,599
2022-03-01T00:00:00.000Z,0,16.1,6.6,0.9,8.9,3.876,575
2022-03-02T00:00:00.000Z,0,17.9,3.85,0.5,6.25,3.657,572
2022-03-03T00:00:00.000Z,0.3,66.6,2.8,1.6,4.8,7.855,578
2022-03-04T00:00:00.000Z,0.8,30.9,5.3,2.9,9,3.661,616
2022-03-05T00:00:00.000Z,0.1,42.2,1.8,0.8,6.6,7.602,580
2022-03-06T00:00:00.000Z,1.8,20.2,4.9,3.6,6.3,2.8,597
2022-03-07T00:00:00.000Z,5.6,40.1,14.5,11.4,19.5,6.763,614
2022-03-08T00:00:00.000Z,4,49.1,18.1,12.4,24.3,11.287,619
2022-03-09T00:00:00.000Z,5,42.7,15.1,11,17.7,5.329,607
2022-03-10T00:00:00.000Z,1.8,18.8,7.2,5.3,9.4,2.807,588
2022-03-11T00:00:00.000Z,4.5,55.2,20.1,11.7,28.8,11.104,599
2022-03-12T00:00:00.000Z,0,35.4,12,1.75,15.3,6.879,581
2022-03-13T00:00:00.000Z,0,18.6,2.8,0.6,5.65,3.257,572
2022-03-14T00:00:00.000Z,0,6,0.4,0.2,0.6,0.438,504
2022-03-15T00:00:00.000Z,0,37.3,3.7,1.3,5.7,5.336,583
2022-03-16T00:00:00.000Z,0,20.4,1.3,0.3,4.25,2.93,572
2022-03-17T00:00:00.000Z,0,6.8,0.4,0.1,1.1,1.065,513
2022-03-18T00:00:00.000Z,0,17.2,2.4,0.6,5.4,3.39,535
2022-03-19T00:00:00.000Z,0.2,11.9,2.5,1.6,5.2,2.455,583
2022-03-20T00:00:00.000Z,0.8,12.1,3.8,2.9,4.7,1.655,590
2022-03-21T00:00:00.000Z,0.4,9.1,3.6,2.3,5.09,1.736,537
2022-03-22T00:00:00.000Z,0,11.2,1.35,0.8,1.8,2.221,458
2022-03-23T00:00:00.000Z,0,48.4,0.8,0.5,1.4,2.736,424
2022-03-24T00:00:00.000Z,0,19.2,0.6,0.3,2.4,2.094,462
2022-03-25T00:00:00.000Z,0,18.3,2.6,1.1,5.6,3.367,540
2022-03-26T00:00:00.000Z,0.1,63.1,3.4,1.3,5.65,5.581,556
2022-03-27T00:00:00.000Z,0.2,28.4,9.8,4.2,16.8,7.548,591
2022-03-28T00:00:00.000Z,0.2,54.8,31,4.55,33.8,14.841,572
2022-03-29T00:00:00.000Z,0,14.9,1.1,0.3,2.4,2.185,547
2022-03-30T00:00:00.000Z,0,14.7,2.8,0.4,5.3,2.617,427
2022-03-31T00:00:00.000Z,0.2,29.3,3.65,1.1,11.1,6.941,318
2022-04-01T00:00:00.000Z,0.2,6.9,1.8,1,2.7,1.043,583
2022-04-02T00:00:00.000Z,0.5,9.8,2.6,1.7,3.8,1.613,596
2022-04-03T00:00:00.000Z,0.4,13.6,3.3,1.4,4.8,2.228,584
2022-04-04T00:00:00.000Z,0.4,31.8,3.4,2.5,4.4,2.65,581
2022-04-05T00:00:00.000Z,0,10.9,2.1,0.85,3.8,1.891,584
2022-04-06T00:00:00.000Z,0,9.6,2.1,0.5,4.2,2.071,570
2022-04-07T00:00:00.000Z,0,9.1,1.1,0.4,1.8,1.514,527
2022-04-08T00:00:00.000Z,0.2,16.4,2.3,1.3,3.8,2.323,582
2022-04-09T00:00:00.000Z,0.2,19.3,2.2,1.2,4.75,2.952,556
2022-04-10T00:00:00.000Z,0.4,70.4,2,1.4,2.9,7.328,576
2022-04-11T00:00:00.000Z,0.5,8.6,4,3,4.9,1.44,611
2022-04-12T00:00:00.000Z,0.1,12.8,5.7,3.4,7.5,2.818,607
2022-04-13T00:00:00.000Z,0.1,21.8,1.55,1,3.45,3.268,576
2022-04-14T00:00:00.000Z,0.5,9.8,2.29,1.7,3.4,1.57,574
2022-04-15T00:00:00.000Z,0.8,13.9,2.8,2.1,3.8,1.778,592
2022-04-16T00:00:00.000Z,1.4,13.8,3.5,3,4.05,0.961,440
2022-04-17T00:00:00.000Z,1,15.7,6.2,3.2,7.6,2.778,538
2022-04-18T00:00:00.000Z,0.6,10,1.8,1.4,2.6,1.45,545
2022-04-19T00:00:00.000Z,1.7,22.6,13.7,7.3,14.85,4.782,588
